Year,LocationAbbr,LocationDesc,Class,Topic,Question,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Break_Out,Break_Out_Category,Geolocation,ClassId,TopicId,QuestionId,LocationId,BreakOutId,BreakOutCategoryid,ResponseId
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,45,,,,43.4,46.6,5688,OTHER,Marital Status,,CLA4,TOP4,QUO241,59,MA2,BOC3,RES23
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,41.2,,,,39.1,43.3,2848,LBW (<=2500g),Birth Weight,,CLA4,TOP4,QUO241,59,BWT1,BOC1,RES23
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,45.7,,,,44.5,47,7190,NBW (>2500g),Birth Weight,,CLA4,TOP4,QUO241,59,BWT2,BOC1,RES23
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,47.6,,,,45.8,49.3,4171,Non-WIC,On WIC during Pregnancy,,CLA4,TOP4,QUO241,59,WIC1,BOC10,RES23
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,43.6,,,,42,45.1,5776,WIC,On WIC during Pregnancy,,CLA4,TOP4,QUO241,59,WIC2,BOC10,RES23
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,27.2,,,,25.2,29.4,1415,Intended,Pregnancy Intendedness,,CLA4,TOP4,QUO241,59,IND1,BOC11,RES23
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,51.5,,,,50.1,52.8,8534,Unintended,Pregnancy Intendedness,,CLA4,TOP4,QUO241,59,IND2,BOC11,RES23
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,47.4,,,,46,48.8,7029,Non-Smoker,Smoked 3 months before Pregnancy,,CLA4,TOP4,QUO241,59,SMK1,BOC12,RES23
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,40.5,,,,38.5,42.6,2848,Smoker,Smoked 3 months before Pregnancy,,CLA4,TOP4,QUO241,59,SMK2,BOC12,RES23
2007,PRAMS Total,PRAMS Total,Family Planning,Contraception - Conception,(*PCH) Indicator of no birth control use at conception for those not trying to get pregnant,PRAMS,NO,%,Percentage,47.3,,,,46,48.6,8199,Non-Smoker,Smoked last 3 months of Pregnancy,,CLA4,TOP4,QUO241,59,SMK1,BOC13,RES23
